season,match_name,result,h_odd,d_odd,a_odd,home_team,away_team,home_score,away_score,winner
2019,Newcastle vs Crystal Palace,1-0,141.0,211.0,225.0,Newcastle,Crystal Palace,1,0,HOME_TEAM
2019,Norwich vs Wolves,1-2,305.0,283.0,-114.0,Norwich,Wolves,1,2,AWAY_TEAM
2019,Everton vs Arsenal,0-0,112.0,284.0,223.0,Everton,Arsenal,0,0,DRAW
2019,Crystal Palace vs Brighton,1-1,179.0,223.0,167.0,Crystal Palace,Brighton,1,1,DRAW
2019,Arsenal vs Manchester City,0-3,575.0,486.0,-256.0,Arsenal,Manchester City,0,3,AWAY_TEAM
2019,Manchester Utd vs Everton,1-1,-149.0,299.0,430.0,Manchester Utd,Everton,1,1,DRAW
2019,Wolves vs Tottenham,1-2,189.0,261.0,140.0,Wolves,Tottenham,1,2,AWAY_TEAM
2019,Southampton vs West Ham,0-1,-123.0,301.0,320.0,Southampton,West Ham,0,1,AWAY_TEAM
2019,Burnley vs Newcastle,1-0,-101.0,248.0,301.0,Burnley,Newcastle,1,0,HOME_TEAM
2019,Chelsea vs Bournemouth,0-1,-435.0,587.0,1147.0,Chelsea,Bournemouth,0,1,AWAY_TEAM
2019,Leicester vs Norwich,1-1,-417.0,587.0,1068.0,Leicester,Norwich,1,1,DRAW
2019,Sheffield Utd vs Aston Villa,2-0,-130.0,292.0,351.0,Sheffield Utd,Aston Villa,2,0,HOME_TEAM
2019,Liverpool vs Watford,2-0,-526.0,667.0,1381.0,Liverpool,Watford,2,0,HOME_TEAM
2019,West Ham vs Arsenal,1-3,257.0,317.0,-108.0,West Ham,Arsenal,1,3,AWAY_TEAM
2019,Brighton vs Wolves,2-2,162.0,220.0,189.0,Brighton,Wolves,2,2,DRAW
2019,Aston Villa vs Leicester,1-4,386.0,318.0,-147.0,Aston Villa,Leicester,1,4,AWAY_TEAM
2019,Newcastle vs Southampton,2-1,160.0,229.0,183.0,Newcastle,Southampton,2,1,HOME_TEAM
2019,Norwich vs Sheffield Utd,1-2,214.0,249.0,129.0,Norwich,Sheffield Utd,1,2,AWAY_TEAM
2019,Manchester City vs Manchester Utd,1-2,-312.0,480.0,797.0,Manchester City,Manchester Utd,1,2,AWAY_TEAM
2019,Bournemouth vs Liverpool,0-3,541.0,363.0,-204.0,Bournemouth,Liverpool,0,3,AWAY_TEAM
2019,Tottenham vs Burnley,5-0,-238.0,382.0,664.0,Tottenham,Burnley,5,0,HOME_TEAM
2019,Watford vs Crystal Palace,0-0,145.0,234.0,200.0,Watford,Crystal Palace,0,0,DRAW
2019,Everton vs Chelsea,3-1,229.0,278.0,114.0,Everton,Chelsea,3,1,HOME_TEAM
2019,Arsenal vs Brighton,1-2,-156.0,330.0,407.0,Arsenal,Brighton,1,2,AWAY_TEAM
2019,Sheffield Utd vs Newcastle,0-2,-123.0,254.0,388.0,Sheffield Utd,Newcastle,0,2,AWAY_TEAM
2019,Liverpool vs Everton,5-2,-159.0,300.0,474.0,Liverpool,Everton,5,2,HOME_TEAM
2019,Chelsea vs Aston Villa,2-1,-294.0,459.0,766.0,Chelsea,Aston Villa,2,1,HOME_TEAM
2019,Leicester vs Watford,2-0,-278.0,434.0,764.0,Leicester,Watford,2,0,HOME_TEAM
2019,Manchester Utd vs Tottenham,2-1,156.0,242.0,179.0,Manchester Utd,Tottenham,2,1,HOME_TEAM
2019,Southampton vs Norwich,2-1,-128.0,291.0,351.0,Southampton,Norwich,2,1,HOME_TEAM
2019,Wolves vs West Ham,2-0,-145.0,298.0,412.0,Wolves,West Ham,2,0,HOME_TEAM
2019,Burnley vs Manchester City,1-4,1039.0,585.0,-417.0,Burnley,Manchester City,1,4,AWAY_TEAM
2019,Crystal Palace vs Bournemouth,1-0,122.0,241.0,235.0,Crystal Palace,Bournemouth,1,0,HOME_TEAM
2019,Leicester vs Everton,2-1,-161.0,312.0,461.0,Leicester,Everton,2,1,HOME_TEAM
2019,Manchester Utd vs Aston Villa,2-2,-217.0,376.0,599.0,Manchester Utd,Aston Villa,2,2,DRAW
2019,Norwich vs Arsenal,2-2,338.0,345.0,-143.0,Norwich,Arsenal,2,2,DRAW
2019,Wolves vs Sheffield Utd,1-1,123.0,214.0,269.0,Wolves,Sheffield Utd,1,1,DRAW
2019,Southampton vs Watford,2-1,108.0,256.0,257.0,Southampton,Watford,2,1,HOME_TEAM
2019,Burnley vs Crystal Palace,0-2,104.0,243.0,285.0,Burnley,Crystal Palace,0,2,AWAY_TEAM
2019,Chelsea vs West Ham,0-1,-357.0,518.0,886.0,Chelsea,West Ham,0,1,AWAY_TEAM
2019,Liverpool vs Brighton,2-1,-500.0,621.0,1354.0,Liverpool,Brighton,2,1,HOME_TEAM
2019,Tottenham vs Bournemouth,3-2,-303.0,459.0,786.0,Tottenham,Bournemouth,3,2,HOME_TEAM
2019,Newcastle vs Manchester City,2-2,1142.0,660.0,-476.0,Newcastle,Manchester City,2,2,DRAW
2019,Aston Villa vs Newcastle,2-0,118.0,250.0,236.0,Aston Villa,Newcastle,2,0,HOME_TEAM
2019,Sheffield Utd vs Manchester Utd,3-3,283.0,236.0,108.0,Sheffield Utd,Manchester Utd,3,3,DRAW
2019,Manchester City vs Chelsea,2-1,-263.0,458.0,630.0,Manchester City,Chelsea,2,1,HOME_TEAM
2019,Arsenal vs Southampton,2-2,-213.0,366.0,592.0,Arsenal,Southampton,2,2,DRAW
2019,Bournemouth vs Wolves,1-2,197.0,224.0,152.0,Bournemouth,Wolves,1,2,AWAY_TEAM
2019,Brighton vs Leicester,0-2,282.0,258.0,100.0,Brighton,Leicester,0,2,AWAY_TEAM
2019,Crystal Palace vs Liverpool,1-2,586.0,349.0,-204.0,Crystal Palace,Liverpool,1,2,AWAY_TEAM
2019,Everton vs Norwich,0-2,-278.0,438.0,752.0,Everton,Norwich,0,2,AWAY_TEAM
2019,Watford vs Burnley,0-3,125.0,229.0,242.0,Watford,Burnley,0,3,AWAY_TEAM
2019,West Ham vs Tottenham,2-3,374.0,337.0,-149.0,West Ham,Tottenham,2,3,AWAY_TEAM
2019,Liverpool vs Manchester City,3-1,169.0,264.0,154.0,Liverpool,Manchester City,3,1,HOME_TEAM
2019,Manchester Utd vs Brighton,3-1,-156.0,275.0,522.0,Manchester Utd,Brighton,3,1,HOME_TEAM
2019,Wolves vs Aston Villa,2-1,-143.0,279.0,434.0,Wolves,Aston Villa,2,1,HOME_TEAM
2019,Leicester vs Arsenal,2-0,-111.0,300.0,280.0,Leicester,Arsenal,2,0,HOME_TEAM
2019,Burnley vs West Ham,3-0,116.0,261.0,231.0,Burnley,West Ham,3,0,HOME_TEAM
2019,Newcastle vs Bournemouth,2-1,160.0,227.0,185.0,Newcastle,Bournemouth,2,1,HOME_TEAM
2019,Southampton vs Everton,1-2,214.0,237.0,135.0,Southampton,Everton,1,2,AWAY_TEAM
2019,Tottenham vs Sheffield Utd,1-1,-189.0,330.0,543.0,Tottenham,Sheffield Utd,1,1,DRAW
2019,Chelsea vs Crystal Palace,2-0,-233.0,376.0,655.0,Chelsea,Crystal Palace,2,0,HOME_TEAM
2019,Norwich vs Watford,0-2,186.0,262.0,140.0,Norwich,Watford,0,2,AWAY_TEAM
2019,Everton vs Tottenham,1-1,149.0,259.0,177.0,Everton,Tottenham,1,1,DRAW
2019,Crystal Palace vs Leicester,0-2,273.0,252.0,106.0,Crystal Palace,Leicester,0,2,AWAY_TEAM
2019,Watford vs Chelsea,1-2,416.0,329.0,-159.0,Watford,Chelsea,1,2,AWAY_TEAM
2019,Arsenal vs Wolves,1-1,-132.0,285.0,368.0,Arsenal,Wolves,1,1,DRAW
2019,Aston Villa vs Liverpool,1-2,828.0,519.0,-333.0,Aston Villa,Liverpool,1,2,AWAY_TEAM
2019,Brighton vs Norwich,2-0,-169.0,345.0,438.0,Brighton,Norwich,2,0,HOME_TEAM
2019,Manchester City vs Southampton,2-1,-1429.0,1209.0,2968.0,Manchester City,Southampton,2,1,HOME_TEAM
2019,Sheffield Utd vs Burnley,3-0,127.0,219.0,246.0,Sheffield Utd,Burnley,3,0,HOME_TEAM
2019,West Ham vs Newcastle,2-3,-118.0,273.0,334.0,West Ham,Newcastle,2,3,AWAY_TEAM
2019,Bournemouth vs Manchester Utd,1-0,261.0,257.0,108.0,Bournemouth,Manchester Utd,1,0,HOME_TEAM
2019,Arsenal vs Crystal Palace,2-2,-208.0,373.0,556.0,Arsenal,Crystal Palace,2,2,DRAW
2019,Liverpool vs Tottenham,2-1,-208.0,383.0,539.0,Liverpool,Tottenham,2,1,HOME_TEAM
2019,Norwich vs Manchester Utd,1-3,355.0,277.0,-125.0,Norwich,Manchester Utd,1,3,AWAY_TEAM
2019,Newcastle vs Wolves,1-1,243.0,204.0,138.0,Newcastle,Wolves,1,1,DRAW
2019,Burnley vs Chelsea,2-4,407.0,304.0,-147.0,Burnley,Chelsea,2,4,AWAY_TEAM
2019,Brighton vs Everton,3-2,168.0,234.0,173.0,Brighton,Everton,3,2,HOME_TEAM
2019,Watford vs Bournemouth,0-0,127.0,257.0,211.0,Watford,Bournemouth,0,0,DRAW
2019,West Ham vs Sheffield Utd,1-1,129.0,241.0,223.0,West Ham,Sheffield Utd,1,1,DRAW
2019,Manchester City vs Aston Villa,3-0,-1429.0,1347.0,2649.0,Manchester City,Aston Villa,3,0,HOME_TEAM
2019,Southampton vs Leicester,0-9,213.0,236.0,136.0,Southampton,Leicester,0,9,AWAY_TEAM
2019,Sheffield Utd vs Arsenal,1-0,268.0,254.0,106.0,Sheffield Utd,Arsenal,1,0,HOME_TEAM
2019,Manchester Utd vs Liverpool,1-1,308.0,248.0,-102.0,Manchester Utd,Liverpool,1,1,DRAW
2019,Crystal Palace vs Manchester City,0-2,1130.0,638.0,-476.0,Crystal Palace,Manchester City,0,2,AWAY_TEAM
2019,Aston Villa vs Brighton,2-1,137.0,246.0,206.0,Aston Villa,Brighton,2,1,HOME_TEAM
2019,Bournemouth vs Norwich,0-0,-132.0,325.0,323.0,Bournemouth,Norwich,0,0,DRAW
2019,Chelsea vs Newcastle,1-0,-357.0,501.0,998.0,Chelsea,Newcastle,1,0,HOME_TEAM
2019,Leicester vs Burnley,2-1,-200.0,341.0,576.0,Leicester,Burnley,2,1,HOME_TEAM
2019,Tottenham vs Watford,1-1,-196.0,345.0,548.0,Tottenham,Watford,1,1,DRAW
2019,Wolves vs Southampton,1-1,106.0,225.0,301.0,Wolves,Southampton,1,1,DRAW
2019,Everton vs West Ham,2-0,-123.0,301.0,322.0,Everton,West Ham,2,0,HOME_TEAM
2019,Newcastle vs Manchester Utd,1-0,290.0,231.0,108.0,Newcastle,Manchester Utd,1,0,HOME_TEAM
2019,Arsenal vs Bournemouth,1-0,-270.0,472.0,649.0,Arsenal,Bournemouth,1,0,HOME_TEAM
2019,Manchester City vs Wolves,0-2,-769.0,822.0,1968.0,Manchester City,Wolves,0,2,AWAY_TEAM
2019,Southampton vs Chelsea,1-4,374.0,317.0,-143.0,Southampton,Chelsea,1,4,AWAY_TEAM
2019,West Ham vs Crystal Palace,1-2,100.0,267.0,278.0,West Ham,Crystal Palace,1,2,AWAY_TEAM
2019,Burnley vs Everton,1-0,218.0,223.0,140.0,Burnley,Everton,1,0,HOME_TEAM
2019,Liverpool vs Leicester,2-1,-169.0,334.0,454.0,Liverpool,Leicester,2,1,HOME_TEAM
2019,Norwich vs Aston Villa,1-5,142.0,259.0,185.0,Norwich,Aston Villa,1,5,AWAY_TEAM
2019,Watford vs Sheffield Utd,0-0,136.0,229.0,221.0,Watford,Sheffield Utd,0,0,DRAW
2019,Brighton vs Tottenham,3-0,400.0,291.0,-139.0,Brighton,Tottenham,3,0,HOME_TEAM
2019,Manchester Utd vs Arsenal,1-1,124.0,256.0,219.0,Manchester Utd,Arsenal,1,1,DRAW
2019,Leicester vs Newcastle,5-0,-192.0,321.0,596.0,Leicester,Newcastle,5,0,HOME_TEAM
2019,Everton vs Manchester City,1-3,752.0,459.0,-286.0,Everton,Manchester City,1,3,AWAY_TEAM
2019,Aston Villa vs Burnley,2-2,129.0,243.0,220.0,Aston Villa,Burnley,2,2,DRAW
2019,Bournemouth vs West Ham,2-2,140.0,262.0,188.0,Bournemouth,West Ham,2,2,DRAW
2019,Chelsea vs Brighton,2-0,-238.0,376.0,673.0,Chelsea,Brighton,2,0,HOME_TEAM
2019,Crystal Palace vs Norwich,2-0,-109.0,279.0,293.0,Crystal Palace,Norwich,2,0,HOME_TEAM
2019,Tottenham vs Southampton,2-1,-263.0,411.0,722.0,Tottenham,Southampton,2,1,HOME_TEAM
2019,Wolves vs Watford,2-0,-108.0,246.0,328.0,Wolves,Watford,2,0,HOME_TEAM
2019,Sheffield Utd vs Liverpool,0-1,786.0,438.0,-286.0,Sheffield Utd,Liverpool,0,1,AWAY_TEAM
2019,Arsenal vs Aston Villa,3-2,-238.0,405.0,626.0,Arsenal,Aston Villa,3,2,HOME_TEAM
2019,Chelsea vs Liverpool,1-2,225.0,270.0,117.0,Chelsea,Liverpool,1,2,AWAY_TEAM
2019,Crystal Palace vs Wolves,1-1,174.0,211.0,185.0,Crystal Palace,Wolves,1,1,DRAW
2019,West Ham vs Manchester Utd,2-0,208.0,249.0,134.0,West Ham,Manchester Utd,2,0,HOME_TEAM
2019,Newcastle vs Brighton,0-0,139.0,222.0,221.0,Newcastle,Brighton,0,0,DRAW
2019,Burnley vs Norwich,2-0,102.0,275.0,259.0,Burnley,Norwich,2,0,HOME_TEAM
2019,Everton vs Sheffield Utd,0-2,-132.0,258.0,421.0,Everton,Sheffield Utd,0,2,AWAY_TEAM
2019,Manchester City vs Watford,8-0,-1000.0,982.0,2363.0,Manchester City,Watford,8,0,HOME_TEAM
2019,Leicester vs Tottenham,2-1,172.0,244.0,162.0,Leicester,Tottenham,2,1,HOME_TEAM
2019,Southampton vs Bournemouth,1-3,117.0,256.0,235.0,Southampton,Bournemouth,1,3,AWAY_TEAM
2019,Aston Villa vs West Ham,0-0,173.0,262.0,152.0,Aston Villa,West Ham,0,0,DRAW
2019,Watford vs Arsenal,2-2,311.0,290.0,-116.0,Watford,Arsenal,2,2,DRAW
2019,Bournemouth vs Everton,3-1,235.0,250.0,120.0,Bournemouth,Everton,3,1,HOME_TEAM
2019,Norwich vs Manchester City,3-2,2543.0,1110.0,-1111.0,Norwich,Manchester City,3,2,HOME_TEAM
2019,Brighton vs Burnley,1-1,110.0,240.0,267.0,Brighton,Burnley,1,1,DRAW
2019,Manchester Utd vs Leicester,1-0,112.0,236.0,270.0,Manchester Utd,Leicester,1,0,HOME_TEAM
2019,Sheffield Utd vs Southampton,0-1,146.0,229.0,202.0,Sheffield Utd,Southampton,0,1,AWAY_TEAM
2019,Tottenham vs Crystal Palace,4-0,-244.0,400.0,674.0,Tottenham,Crystal Palace,4,0,HOME_TEAM
2019,Wolves vs Chelsea,2-5,202.0,241.0,140.0,Wolves,Chelsea,2,5,AWAY_TEAM
2019,Liverpool vs Newcastle,3-1,-500.0,634.0,1319.0,Liverpool,Newcastle,3,1,HOME_TEAM
2019,Arsenal vs Tottenham,2-2,158.0,264.0,165.0,Arsenal,Tottenham,2,2,DRAW
2019,Everton vs Wolves,3-2,106.0,225.0,300.0,Everton,Wolves,3,2,HOME_TEAM
2019,Burnley vs Liverpool,0-3,777.0,448.0,-294.0,Burnley,Liverpool,0,3,AWAY_TEAM
2019,Chelsea vs Sheffield Utd,2-2,-244.0,374.0,713.0,Chelsea,Sheffield Utd,2,2,DRAW
2019,Crystal Palace vs Aston Villa,1-0,127.0,239.0,229.0,Crystal Palace,Aston Villa,1,0,HOME_TEAM
2019,Leicester vs Bournemouth,3-1,-149.0,304.0,416.0,Leicester,Bournemouth,3,1,HOME_TEAM
2019,Manchester City vs Brighton,4-0,-1111.0,1090.0,2876.0,Manchester City,Brighton,4,0,HOME_TEAM
2019,Newcastle vs Watford,1-1,152.0,217.0,202.0,Newcastle,Watford,1,1,DRAW
2019,West Ham vs Norwich,2-0,-111.0,301.0,281.0,West Ham,Norwich,2,0,HOME_TEAM
2019,Southampton vs Manchester Utd,1-1,308.0,252.0,-105.0,Southampton,Manchester Utd,1,1,DRAW
2019,Tottenham vs Newcastle,0-1,-357.0,501.0,1006.0,Tottenham,Newcastle,0,1,AWAY_TEAM
2019,Wolves vs Burnley,1-1,-127.0,247.0,421.0,Wolves,Burnley,1,1,DRAW
2019,Bournemouth vs Manchester City,1-3,1582.0,763.0,-625.0,Bournemouth,Manchester City,1,3,AWAY_TEAM
2019,Liverpool vs Arsenal,3-1,-213.0,399.0,545.0,Liverpool,Arsenal,3,1,HOME_TEAM
2019,Brighton vs Southampton,0-2,137.0,227.0,223.0,Brighton,Southampton,0,2,AWAY_TEAM
2019,Manchester Utd vs Crystal Palace,1-2,-286.0,426.0,836.0,Manchester Utd,Crystal Palace,1,2,AWAY_TEAM
2019,Sheffield Utd vs Leicester,1-2,223.0,229.0,134.0,Sheffield Utd,Leicester,1,2,AWAY_TEAM
2019,Watford vs West Ham,1-3,121.0,252.0,233.0,Watford,West Ham,1,3,AWAY_TEAM
2019,Norwich vs Chelsea,2-3,322.0,289.0,-119.0,Norwich,Chelsea,2,3,AWAY_TEAM
2019,Aston Villa vs Everton,2-0,204.0,241.0,141.0,Aston Villa,Everton,2,0,HOME_TEAM
2019,Wolves vs Manchester Utd,1-1,202.0,229.0,147.0,Wolves,Manchester Utd,1,1,DRAW
2019,Chelsea vs Leicester,1-1,-139.0,285.0,407.0,Chelsea,Leicester,1,1,DRAW
2019,Sheffield Utd vs Crystal Palace,1-0,152.0,225.0,198.0,Sheffield Utd,Crystal Palace,1,0,HOME_TEAM
2019,Manchester City vs Tottenham,2-2,-278.0,451.0,724.0,Manchester City,Tottenham,2,2,DRAW
2019,Aston Villa vs Bournemouth,1-2,125.0,264.0,212.0,Aston Villa,Bournemouth,1,2,AWAY_TEAM
2019,Brighton vs West Ham,1-1,123.0,248.0,234.0,Brighton,West Ham,1,1,DRAW
2019,Everton vs Watford,1-0,-122.0,269.0,363.0,Everton,Watford,1,0,HOME_TEAM
2019,Norwich vs Newcastle,3-1,114.0,246.0,256.0,Norwich,Newcastle,3,1,HOME_TEAM
2019,Southampton vs Liverpool,1-2,548.0,358.0,-200.0,Southampton,Liverpool,1,2,AWAY_TEAM
2019,Arsenal vs Burnley,2-1,-278.0,425.0,780.0,Arsenal,Burnley,2,1,HOME_TEAM
2019,Manchester Utd vs Chelsea,4-0,104.0,239.0,303.0,Manchester Utd,Chelsea,4,0,HOME_TEAM
2019,Leicester vs Wolves,0-0,143.0,213.0,227.0,Leicester,Wolves,0,0,DRAW
2019,Newcastle vs Arsenal,0-1,240.0,254.0,118.0,Newcastle,Arsenal,0,1,AWAY_TEAM
2019,Tottenham vs Aston Villa,3-1,-278.0,443.0,781.0,Tottenham,Aston Villa,3,1,HOME_TEAM
2019,Bournemouth vs Sheffield Utd,1-1,-102.0,258.0,299.0,Bournemouth,Sheffield Utd,1,1,DRAW
2019,Burnley vs Southampton,3-0,165.0,218.0,190.0,Burnley,Southampton,3,0,HOME_TEAM
2019,Crystal Palace vs Everton,0-0,243.0,241.0,122.0,Crystal Palace,Everton,0,0,DRAW
2019,Watford vs Brighton,0-3,106.0,227.0,304.0,Watford,Brighton,0,3,AWAY_TEAM
2019,West Ham vs Manchester City,0-5,1023.0,561.0,-385.0,West Ham,Manchester City,0,5,AWAY_TEAM
2019,Liverpool vs Norwich,4-1,-714.0,882.0,1830.0,Liverpool,Norwich,4,1,HOME_TEAM
2020,Arsenal vs Brighton,2-0,1.67,4.24,4.99,Arsenal,Brighton,2,0,HOME_TEAM
2020,Aston Villa vs Chelsea,2-1,6.97,4.88,1.45,Aston Villa,Chelsea,2,1,HOME_TEAM
2020,Fulham vs Newcastle,0-2,2.5,3.44,2.89,Fulham,Newcastle,0,2,AWAY_TEAM
2020,Leeds vs West Brom,3-1,1.55,4.67,5.6,Leeds,West Brom,3,1,HOME_TEAM
2020,Leicester vs Tottenham,2-4,1.79,4.29,4.1,Leicester,Tottenham,2,4,AWAY_TEAM
2020,Liverpool vs Crystal Palace,2-0,1.16,8.69,16.3,Liverpool,Crystal Palace,2,0,HOME_TEAM
2020,Manchester City vs Everton,5-0,1.3,6.1,9.78,Manchester City,Everton,5,0,HOME_TEAM
2020,Sheffield Utd vs Burnley,1-0,2.81,3.5,2.53,Sheffield Utd,Burnley,1,0,HOME_TEAM
2020,West Ham vs Southampton,3-0,1.77,3.91,4.58,West Ham,Southampton,3,0,HOME_TEAM
2020,Wolves vs Manchester Utd,1-2,2.34,3.3,3.26,Wolves,Manchester Utd,1,2,AWAY_TEAM
2020,Burnley vs Liverpool,0-3,9.98,6.33,1.29,Burnley,Liverpool,0,3,AWAY_TEAM
2020,West Brom vs West Ham,1-3,5.11,4.31,1.64,West Brom,West Ham,1,3,AWAY_TEAM
2020,Crystal Palace vs Arsenal,1-3,6.03,4.15,1.59,Crystal Palace,Arsenal,1,3,AWAY_TEAM
2020,Everton vs Wolves,1-0,1.8,3.69,4.78,Everton,Wolves,1,0,HOME_TEAM
2020,Newcastle vs Sheffield Utd,1-0,1.87,3.75,4.29,Newcastle,Sheffield Utd,1,0,HOME_TEAM
2020,Tottenham vs Aston Villa,1-2,1.63,4.49,5.08,Tottenham,Aston Villa,1,2,AWAY_TEAM
2020,Chelsea vs Leicester,2-1,1.69,3.86,5.43,Chelsea,Leicester,2,1,HOME_TEAM
2020,Brighton vs Manchester City,3-2,7.36,4.72,1.45,Brighton,Manchester City,3,2,HOME_TEAM
2020,Manchester Utd vs Fulham,1-1,1.3,5.87,10.11,Manchester Utd,Fulham,1,1,DRAW
2020,Southampton vs Leeds,0-2,2.65,3.84,2.5,Southampton,Leeds,0,2,AWAY_TEAM
2020,Everton vs Sheffield Utd,0-1,1.36,5.11,9.28,Everton,Sheffield Utd,0,1,AWAY_TEAM
2020,West Brom vs Liverpool,1-2,12.86,7.23,1.22,West Brom,Liverpool,1,2,AWAY_TEAM
2020,Tottenham vs Wolves,2-0,1.55,4.51,5.92,Tottenham,Wolves,2,0,HOME_TEAM
2020,Crystal Palace vs Aston Villa,3-2,3.09,3.54,2.31,Crystal Palace,Aston Villa,3,2,HOME_TEAM
2020,Brighton vs West Ham,1-1,3.5,3.58,2.12,Brighton,West Ham,1,1,DRAW
2020,Southampton vs Fulham,3-1,1.86,3.78,4.25,Southampton,Fulham,3,1,HOME_TEAM
2020,Burnley vs Leeds,0-4,3.54,3.84,2.03,Burnley,Leeds,0,4,AWAY_TEAM
2020,Newcastle vs Manchester City,3-4,8.77,5.76,1.33,Newcastle,Manchester City,3,4,AWAY_TEAM
2020,Manchester Utd vs Liverpool,2-4,2.79,3.79,2.41,Manchester Utd,Liverpool,2,4,AWAY_TEAM
2020,Aston Villa vs Everton,0-0,3.07,3.33,2.44,Aston Villa,Everton,0,0,DRAW
2020,Chelsea vs Arsenal,0-1,1.95,3.43,4.33,Chelsea,Arsenal,0,1,AWAY_TEAM
2020,Southampton vs Crystal Palace,3-1,1.89,3.82,4.09,Southampton,Crystal Palace,3,1,HOME_TEAM
2020,Manchester Utd vs Leicester,1-2,3.69,3.55,2.07,Manchester Utd,Leicester,1,2,AWAY_TEAM
2020,Fulham vs Burnley,0-2,2.24,3.44,3.35,Fulham,Burnley,0,2,AWAY_TEAM
2020,Arsenal vs West Brom,3-1,1.49,4.56,6.68,Arsenal,West Brom,3,1,HOME_TEAM
2020,West Ham vs Everton,0-1,2.14,3.58,3.46,West Ham,Everton,0,1,AWAY_TEAM
2020,Aston Villa vs Manchester Utd,1-3,4.49,3.99,1.78,Aston Villa,Manchester Utd,1,3,AWAY_TEAM
2020,Wolves vs Brighton,2-1,3.94,3.34,2.07,Wolves,Brighton,2,1,HOME_TEAM
2020,Liverpool vs Southampton,2-0,1.31,5.97,9.4,Liverpool,Southampton,2,0,HOME_TEAM
2020,Manchester City vs Chelsea,1-2,2.04,3.38,4.0,Manchester City,Chelsea,1,2,AWAY_TEAM
2020,Sheffield Utd vs Crystal Palace,0-2,2.96,3.2,2.58,Sheffield Utd,Crystal Palace,0,2,AWAY_TEAM
2020,Leeds vs Tottenham,3-1,4.01,4.01,1.86,Leeds,Tottenham,3,1,HOME_TEAM
2020,Leicester vs Newcastle,2-4,1.39,4.99,8.36,Leicester,Newcastle,2,4,AWAY_TEAM
2020,Burnley vs West Ham,1-2,3.04,3.56,2.34,Burnley,West Ham,1,2,AWAY_TEAM
2020,West Brom vs Wolves,1-1,2.56,3.13,3.05,West Brom,Wolves,1,1,DRAW
2020,Tottenham vs Sheffield Utd,4-0,1.32,5.47,9.95,Tottenham,Sheffield Utd,4,0,HOME_TEAM
2020,Newcastle vs Arsenal,0-2,3.79,3.63,2.01,Newcastle,Arsenal,0,2,AWAY_TEAM
2020,Everton vs Aston Villa,1-2,1.98,3.76,3.77,Everton,Aston Villa,1,2,AWAY_TEAM
2020,Chelsea vs Fulham,2-0,1.48,4.2,8.03,Chelsea,Fulham,2,0,HOME_TEAM
2020,Brighton vs Leeds,2-0,2.08,3.54,3.67,Brighton,Leeds,2,0,HOME_TEAM
2020,Crystal Palace vs Manchester City,0-2,9.93,5.46,1.33,Crystal Palace,Manchester City,0,2,AWAY_TEAM
2020,Southampton vs Leicester,1-1,4.15,3.78,1.89,Southampton,Leicester,1,1,DRAW
2020,Leicester vs Crystal Palace,2-1,1.43,4.68,8.03,Leicester,Crystal Palace,2,1,HOME_TEAM
2020,Aston Villa vs West Brom,2-2,2.08,3.5,3.7,Aston Villa,West Brom,2,2,DRAW
2020,Leeds vs Manchester Utd,0-0,4.39,3.96,1.8,Leeds,Manchester Utd,0,0,DRAW
2020,Wolves vs Burnley,0-4,2.36,3.13,3.42,Wolves,Burnley,0,4,AWAY_TEAM
2020,Sheffield Utd vs Brighton,1-0,6.3,4.01,1.59,Sheffield Utd,Brighton,1,0,HOME_TEAM
2020,West Ham vs Chelsea,0-1,5.32,4.01,1.67,West Ham,Chelsea,0,1,AWAY_TEAM
2020,Liverpool vs Newcastle,1-1,1.21,7.42,12.65,Liverpool,Newcastle,1,1,DRAW
2020,Arsenal vs Everton,0-1,2.04,3.57,3.75,Arsenal,Everton,0,1,AWAY_TEAM
2020,Leicester vs West Brom,3-0,1.64,3.96,5.74,Leicester,West Brom,3,0,HOME_TEAM
2020,Aston Villa vs Manchester City,1-2,10.05,5.35,1.33,Aston Villa,Manchester City,1,2,AWAY_TEAM
2020,Tottenham vs Southampton,2-1,1.85,3.85,4.23,Tottenham,Southampton,2,1,HOME_TEAM
2020,Chelsea vs Brighton,0-0,1.68,3.76,5.8,Chelsea,Brighton,0,0,DRAW
2020,Leeds vs Liverpool,1-1,5.22,4.51,1.61,Leeds,Liverpool,1,1,DRAW
2020,Manchester Utd vs Burnley,3-1,1.36,5.26,9.09,Manchester Utd,Burnley,3,1,HOME_TEAM
2020,Arsenal vs Fulham,1-1,1.84,3.71,4.48,Arsenal,Fulham,1,1,DRAW
2020,Wolves vs Sheffield Utd,1-0,1.78,3.47,5.3,Wolves,Sheffield Utd,1,0,HOME_TEAM
2020,Newcastle vs West Ham,3-2,3.46,3.4,2.2,Newcastle,West Ham,3,2,HOME_TEAM
2020,Everton vs Tottenham,2-2,3.54,3.48,2.14,Everton,Tottenham,2,2,DRAW
2020,Brighton vs Everton,0-0,2.14,3.49,3.55,Brighton,Everton,0,0,DRAW
2020,West Brom vs Southampton,3-0,3.58,3.56,2.1,West Brom,Southampton,3,0,HOME_TEAM
2020,Sheffield Utd vs Arsenal,0-3,5.51,3.91,1.67,Sheffield Utd,Arsenal,0,3,AWAY_TEAM
2020,Tottenham vs Manchester Utd,1-3,2.94,3.58,2.4,Tottenham,Manchester Utd,1,3,AWAY_TEAM
