season,date,match_name,result,h_odd,d_odd,a_odd
2005/2006,Unknown,Aston Villa vs Blackburn,1-0,1.98,3.22,3.67
2005/2006,Unknown,Fulham vs Everton,1-0,2.42,3.19,2.77
2005/2006,Unknown,West Brom vs Birmingham,2-3,2.37,3.14,2.88
2005/2006,Unknown,Blackburn vs Tottenham,0-0,2.73,3.2,2.47
2005/2006,Unknown,Bolton vs Newcastle,2-0,2.1,3.24,3.37
2005/2006,Unknown,Arsenal vs Fulham,4-1,1.23,5.25,9.99
2005/2006,Unknown,Chelsea vs West Brom,4-0,1.16,6.16,9.99
2005/2006,Unknown,Birmingham vs Middlesbrough,0-3,2.36,3.2,2.86
2005/2006,Unknown,Portsmouth vs Aston Villa,1-1,2.48,3.2,2.7
2005/2006,Unknown,Sunderland vs Manchester City,1-2,2.77,3.21,2.43
2005/2006,Unknown,Chelsea vs Arsenal,1-0,2.0,3.13,3.87
2005/2006,Unknown,Bolton vs Everton,0-1,2.07,3.21,3.47
2005/2006,Unknown,Birmingham vs Manchester City,1-2,2.13,3.18,3.32
2005/2006,Unknown,Blackburn vs Fulham,2-1,2.03,3.23,3.55
2005/2006,Unknown,Charlton vs Wigan,1-0,1.86,3.27,4.18
2005/2006,Unknown,Liverpool vs Sunderland,1-0,1.27,4.88,9.99
2005/2006,Unknown,Newcastle vs West Ham,0-0,1.65,3.47,5.31
2005/2006,Unknown,Tottenham vs Middlesbrough,2-0,1.9,3.27,4.0
2005/2006,Unknown,West Brom vs Portsmouth,2-1,2.11,3.2,3.41
2005/2006,Unknown,Manchester Utd vs Aston Villa,1-0,1.24,5.18,9.99
2005/2006,Unknown,Wigan vs Chelsea,0-1,9.79,4.65,1.28
2005/2006,Unknown,Arsenal vs Newcastle,2-0,1.39,4.07,8.21
2005/2006,Unknown,Middlesbrough vs Liverpool,0-0,3.01,3.21,2.28
2005/2006,Unknown,Aston Villa vs Bolton,2-2,2.26,3.21,3.04
2005/2006,Unknown,Fulham vs Birmingham,0-0,2.36,3.19,2.86
2005/2006,Unknown,Manchester City vs West Brom,0-0,1.8,3.31,4.52
2005/2006,Unknown,Portsmouth vs Tottenham,0-2,2.83,3.23,2.39
2005/2006,Unknown,Sunderland vs Charlton,1-3,2.26,3.21,3.01
2005/2006,Unknown,West Ham vs Blackburn,3-1,2.39,3.21,2.82
2005/2006,Unknown,Everton vs Manchester Utd,0-2,4.99,3.43,1.69
