season,date,match_name,result,h_odd,d_odd,a_odd,source_file
2017/2018,Unknown,Manchester Utd vs Bournemouth,1-0,-357.0,519.0,1002.0,2017-2018_full.csv
2017/2018,Unknown,Tottenham vs Brighton,2-0,-476.0,610.0,1490.0,2017-2018_full.csv
2017/2018,Unknown,West Ham vs Arsenal,0-0,423.0,326.0,-154.0,2017-2018_full.csv
2017/2018,Unknown,Newcastle vs Everton,0-1,122.0,227.0,265.0,2017-2018_full.csv
2017/2018,Unknown,Southampton vs Leicester,1-4,-104.0,249.0,329.0,2017-2018_full.csv
2017/2018,Unknown,Swansea vs Manchester City,0-4,1184.0,562.0,-400.0,2017-2018_full.csv
2017/2018,Unknown,Crystal Palace vs Watford,2-1,129.0,250.0,222.0,2017-2018_full.csv
2017/2018,Unknown,Huddersfield vs Chelsea,1-3,789.0,351.0,-227.0,2017-2018_full.csv
2017/2018,Unknown,Burnley vs Stoke,1-0,135.0,221.0,241.0,2017-2018_full.csv
2017/2018,Unknown,Manchester Utd vs Manchester City,1-2,234.0,254.0,122.0,2017-2018_full.csv
2017/2018,Unknown,Liverpool vs Everton,1-1,-278.0,416.0,852.0,2017-2018_full.csv
2017/2018,Unknown,Southampton vs Arsenal,1-1,318.0,278.0,-111.0,2017-2018_full.csv
2017/2018,Unknown,Newcastle vs Leicester,2-3,160.0,227.0,192.0,2017-2018_full.csv
2017/2018,Unknown,Burnley vs Watford,1-0,179.0,219.0,177.0,2017-2018_full.csv
2017/2018,Unknown,Crystal Palace vs Bournemouth,2-2,-109.0,264.0,326.0,2017-2018_full.csv
2017/2018,Unknown,Huddersfield vs Brighton,2-0,170.0,193.0,212.0,2017-2018_full.csv
2017/2018,Unknown,Swansea vs West Brom,1-0,184.0,196.0,193.0,2017-2018_full.csv
2017/2018,Unknown,Tottenham vs Stoke,5-1,-345.0,509.0,1022.0,2017-2018_full.csv
2017/2018,Unknown,West Ham vs Chelsea,1-0,616.0,354.0,-204.0,2017-2018_full.csv
2017/2018,Unknown,Manchester City vs West Ham,2-1,-833.0,997.0,2252.0,2017-2018_full.csv
2017/2018,Unknown,Bournemouth vs Southampton,1-1,236.0,227.0,134.0,2017-2018_full.csv
2017/2018,Unknown,Arsenal vs Manchester Utd,1-3,135.0,236.0,225.0,2017-2018_full.csv
2017/2018,Unknown,Brighton vs Liverpool,1-5,586.0,333.0,-189.0,2017-2018_full.csv
2017/2018,Unknown,Everton vs Huddersfield,2-0,-114.0,248.0,379.0,2017-2018_full.csv
2017/2018,Unknown,Leicester vs Burnley,1-0,102.0,233.0,323.0,2017-2018_full.csv
2017/2018,Unknown,Stoke vs Swansea,2-1,-120.0,260.0,384.0,2017-2018_full.csv
2017/2018,Unknown,Watford vs Tottenham,1-1,418.0,330.0,-154.0,2017-2018_full.csv
2017/2018,Unknown,West Brom vs Crystal Palace,0-0,168.0,208.0,198.0,2017-2018_full.csv
2017/2018,Unknown,Chelsea vs Newcastle,3-1,-417.0,543.0,1350.0,2017-2018_full.csv
2017/2018,Unknown,Everton vs West Ham,4-0,147.0,225.0,214.0,2017-2018_full.csv
2017/2018,Unknown,Manchester City vs Southampton,2-1,-417.0,561.0,1227.0,2017-2018_full.csv
2017/2018,Unknown,Stoke vs Liverpool,0-3,498.0,338.0,-172.0,2017-2018_full.csv
2017/2018,Unknown,Arsenal vs Huddersfield,5-0,-526.0,670.0,1573.0,2017-2018_full.csv
2017/2018,Unknown,Bournemouth vs Burnley,1-2,121.0,220.0,279.0,2017-2018_full.csv
2017/2018,Unknown,Chelsea vs Swansea,1-0,-500.0,636.0,1573.0,2017-2018_full.csv
2017/2018,Unknown,Watford vs Manchester Utd,2-4,399.0,280.0,-132.0,2017-2018_full.csv
2017/2018,Unknown,West Brom vs Newcastle,2-2,140.0,211.0,240.0,2017-2018_full.csv
2017/2018,Unknown,Brighton vs Crystal Palace,0-0,165.0,210.0,200.0,2017-2018_full.csv
2017/2018,Unknown,Leicester vs Tottenham,2-1,396.0,278.0,-130.0,2017-2018_full.csv
2017/2018,Unknown,Huddersfield vs Manchester City,1-2,1680.0,709.0,-556.0,2017-2018_full.csv
2017/2018,Unknown,Burnley vs Arsenal,0-1,495.0,316.0,-164.0,2017-2018_full.csv
2017/2018,Unknown,Southampton vs Everton,4-1,-116.0,254.0,375.0,2017-2018_full.csv
2017/2018,Unknown,Liverpool vs Chelsea,1-1,118.0,259.0,242.0,2017-2018_full.csv
2017/2018,Unknown,Crystal Palace vs Stoke,2-1,-104.0,258.0,316.0,2017-2018_full.csv
2017/2018,Unknown,Manchester Utd vs Brighton,1-0,-526.0,614.0,1791.0,2017-2018_full.csv
2017/2018,Unknown,Newcastle vs Watford,0-3,131.0,237.0,227.0,2017-2018_full.csv
2017/2018,Unknown,Swansea vs Bournemouth,0-0,195.0,223.0,161.0,2017-2018_full.csv
2017/2018,Unknown,Tottenham vs West Brom,1-1,-435.0,572.0,1331.0,2017-2018_full.csv
2017/2018,Unknown,West Ham vs Leicester,1-1,181.0,227.0,169.0,2017-2018_full.csv
2017/2018,Unknown,Brighton vs Stoke,2-2,138.0,215.0,241.0,2017-2018_full.csv
2017/2018,Unknown,Watford vs West Ham,2-0,129.0,224.0,249.0,2017-2018_full.csv
2017/2018,Unknown,Manchester Utd vs Newcastle,4-1,-357.0,473.0,1239.0,2017-2018_full.csv
2017/2018,Unknown,Bournemouth vs Huddersfield,4-0,-127.0,263.0,407.0,2017-2018_full.csv
2017/2018,Unknown,Burnley vs Swansea,2-0,134.0,200.0,269.0,2017-2018_full.csv
2017/2018,Unknown,Crystal Palace vs Everton,2-2,124.0,225.0,262.0,2017-2018_full.csv
2017/2018,Unknown,Leicester vs Manchester City,0-2,700.0,466.0,-270.0,2017-2018_full.csv
2017/2018,Unknown,Liverpool vs Southampton,3-0,-238.0,398.0,703.0,2017-2018_full.csv
2017/2018,Unknown,West Brom vs Chelsea,0-4,587.0,320.0,-182.0,2017-2018_full.csv
2017/2018,Unknown,Arsenal vs Tottenham,2-0,150.0,248.0,189.0,2017-2018_full.csv
2017/2018,Unknown,Chelsea vs Manchester Utd,1-0,156.0,210.0,212.0,2017-2018_full.csv
2017/2018,Unknown,Everton vs Watford,3-2,127.0,227.0,252.0,2017-2018_full.csv
2017/2018,Unknown,Manchester City vs Arsenal,3-1,-250.0,451.0,636.0,2017-2018_full.csv
2017/2018,Unknown,Tottenham vs Crystal Palace,1-0,-312.0,458.0,957.0,2017-2018_full.csv
2017/2018,Unknown,West Ham vs Liverpool,1-4,509.0,355.0,-185.0,2017-2018_full.csv
2017/2018,Unknown,Huddersfield vs West Brom,1-0,192.0,193.0,189.0,2017-2018_full.csv
2017/2018,Unknown,Newcastle vs Bournemouth,0-1,-119.0,262.0,376.0,2017-2018_full.csv
2017/2018,Unknown,Southampton vs Burnley,0-1,-152.0,266.0,549.0,2017-2018_full.csv
2017/2018,Unknown,Swansea vs Brighton,0-1,156.0,200.0,220.0,2017-2018_full.csv
2017/2018,Unknown,Stoke vs Leicester,2-2,162.0,225.0,191.0,2017-2018_full.csv
2017/2018,Unknown,Burnley vs Newcastle,1-0,219.0,210.0,152.0,2017-2018_full.csv
2017/2018,Unknown,Leicester vs Everton,2-0,106.0,245.0,289.0,2017-2018_full.csv
2017/2018,Unknown,Brighton vs Southampton,1-1,238.0,219.0,136.0,2017-2018_full.csv
2017/2018,Unknown,Bournemouth vs Chelsea,0-1,499.0,330.0,-172.0,2017-2018_full.csv
2017/2018,Unknown,Arsenal vs Swansea,2-1,-500.0,667.0,1365.0,2017-2018_full.csv
2017/2018,Unknown,Crystal Palace vs West Ham,2-2,154.0,214.0,211.0,2017-2018_full.csv
2017/2018,Unknown,Liverpool vs Huddersfield,3-0,-400.0,546.0,1251.0,2017-2018_full.csv
2017/2018,Unknown,Watford vs Stoke,0-1,102.0,256.0,292.0,2017-2018_full.csv
2017/2018,Unknown,West Brom vs Manchester City,2-3,1071.0,497.0,-357.0,2017-2018_full.csv
2017/2018,Unknown,Manchester Utd vs Tottenham,1-0,110.0,234.0,286.0,2017-2018_full.csv
2017/2018,Unknown,Tottenham vs Liverpool,4-1,119.0,261.0,236.0,2017-2018_full.csv
2017/2018,Unknown,Everton vs Arsenal,2-5,345.0,285.0,-120.0,2017-2018_full.csv
2017/2018,Unknown,Southampton vs West Brom,1-0,-118.0,237.0,412.0,2017-2018_full.csv
2017/2018,Unknown,Huddersfield vs Manchester Utd,2-1,851.0,376.0,-256.0,2017-2018_full.csv
2017/2018,Unknown,Manchester City vs Burnley,3-0,-909.0,982.0,2255.0,2017-2018_full.csv
2017/2018,Unknown,Newcastle vs Crystal Palace,1-0,-115.0,258.0,357.0,2017-2018_full.csv
2017/2018,Unknown,Stoke vs Bournemouth,1-2,114.0,248.0,260.0,2017-2018_full.csv
2017/2018,Unknown,Swansea vs Leicester,1-2,186.0,223.0,168.0,2017-2018_full.csv
2017/2018,Unknown,Chelsea vs Watford,4-2,-270.0,433.0,786.0,2017-2018_full.csv
2017/2018,Unknown,West Ham vs Brighton,0-3,-125.0,250.0,418.0,2017-2018_full.csv
2017/2018,Unknown,Leicester vs West Brom,1-1,100.0,237.0,326.0,2017-2018_full.csv
2017/2018,Unknown,Southampton vs Newcastle,2-2,-112.0,249.0,363.0,2017-2018_full.csv
2017/2018,Unknown,Brighton vs Everton,1-1,216.0,216.0,150.0,2017-2018_full.csv
2017/2018,Unknown,Watford vs Arsenal,2-1,388.0,309.0,-141.0,2017-2018_full.csv
2017/2018,Unknown,Burnley vs West Ham,1-1,191.0,225.0,161.0,2017-2018_full.csv
2017/2018,Unknown,Crystal Palace vs Chelsea,2-1,680.0,354.0,-217.0,2017-2018_full.csv
2017/2018,Unknown,Manchester City vs Stoke,7-2,-769.0,875.0,1868.0,2017-2018_full.csv
2017/2018,Unknown,Swansea vs Huddersfield,2-0,104.0,227.0,317.0,2017-2018_full.csv
2017/2018,Unknown,Tottenham vs Bournemouth,1-0,-435.0,600.0,1179.0,2017-2018_full.csv
2017/2018,Unknown,Liverpool vs Manchester Utd,0-0,171.0,227.0,177.0,2017-2018_full.csv
2017/2018,Unknown,Newcastle vs Liverpool,1-1,386.0,309.0,-137.0,2017-2018_full.csv
2017/2018,Unknown,Everton vs Burnley,0-1,-139.0,270.0,458.0,2017-2018_full.csv
2017/2018,Unknown,Arsenal vs Brighton,2-0,-400.0,546.0,1250.0,2017-2018_full.csv
2017/2018,Unknown,Chelsea vs Manchester City,0-1,170.0,249.0,168.0,2017-2018_full.csv
2017/2018,Unknown,Bournemouth vs Leicester,0-0,160.0,247.0,177.0,2017-2018_full.csv
2017/2018,Unknown,Manchester Utd vs Crystal Palace,4-0,-500.0,621.0,1610.0,2017-2018_full.csv
2017/2018,Unknown,Stoke vs Southampton,2-1,190.0,234.0,158.0,2017-2018_full.csv
2017/2018,Unknown,West Brom vs Watford,2-2,117.0,229.0,274.0,2017-2018_full.csv
2017/2018,Unknown,West Ham vs Swansea,1-0,-118.0,261.0,370.0,2017-2018_full.csv
2017/2018,Unknown,Huddersfield vs Tottenham,0-4,783.0,374.0,-238.0,2017-2018_full.csv
2017/2018,Unknown,Arsenal vs West Brom,2-0,-303.0,447.0,957.0,2017-2018_full.csv
2017/2018,Unknown,Brighton vs Newcastle,1-0,181.0,214.0,179.0,2017-2018_full.csv
2017/2018,Unknown,Leicester vs Liverpool,2-3,330.0,304.0,-122.0,2017-2018_full.csv
2017/2018,Unknown,Burnley vs Huddersfield,0-0,136.0,217.0,243.0,2017-2018_full.csv
2017/2018,Unknown,Everton vs Bournemouth,2-1,-133.0,276.0,417.0,2017-2018_full.csv
2017/2018,Unknown,Manchester City vs Crystal Palace,5-0,-769.0,894.0,1970.0,2017-2018_full.csv
2017/2018,Unknown,Southampton vs Manchester Utd,0-1,373.0,270.0,-122.0,2017-2018_full.csv
2017/2018,Unknown,Stoke vs Chelsea,0-4,542.0,344.0,-185.0,2017-2018_full.csv
2017/2018,Unknown,Swansea vs Watford,1-2,133.0,225.0,241.0,2017-2018_full.csv
2017/2018,Unknown,West Ham vs Tottenham,2-3,479.0,326.0,-167.0,2017-2018_full.csv
2017/2018,Unknown,Manchester Utd vs Everton,4-0,-294.0,421.0,927.0,2017-2018_full.csv
2017/2018,Unknown,Chelsea vs Arsenal,0-0,-132.0,296.0,376.0,2017-2018_full.csv
2017/2018,Unknown,Tottenham vs Swansea,0-0,-500.0,662.0,1348.0,2017-2018_full.csv
2017/2018,Unknown,Huddersfield vs Leicester,1-1,252.0,234.0,124.0,2017-2018_full.csv
2017/2018,Unknown,Liverpool vs Burnley,1-1,-385.0,542.0,1169.0,2017-2018_full.csv
2017/2018,Unknown,Newcastle vs Stoke,2-1,114.0,239.0,273.0,2017-2018_full.csv
2017/2018,Unknown,Watford vs Manchester City,0-6,846.0,488.0,-312.0,2017-2018_full.csv
2017/2018,Unknown,West Brom vs West Ham,0-0,133.0,223.0,244.0,2017-2018_full.csv
2017/2018,Unknown,Crystal Palace vs Southampton,0-1,186.0,222.0,169.0,2017-2018_full.csv
2017/2018,Unknown,Bournemouth vs Brighton,2-1,112.0,240.0,273.0,2017-2018_full.csv
2017/2018,Unknown,West Ham vs Huddersfield,2-0,104.0,243.0,301.0,2017-2018_full.csv
2017/2018,Unknown,Swansea vs Newcastle,0-1,146.0,223.0,217.0,2017-2018_full.csv
2017/2018,Unknown,Burnley vs Crystal Palace,1-0,122.0,231.0,259.0,2017-2018_full.csv
2017/2018,Unknown,Stoke vs Manchester Utd,2-2,625.0,326.0,-192.0,2017-2018_full.csv
2017/2018,Unknown,Arsenal vs Bournemouth,3-0,-323.0,525.0,852.0,2017-2018_full.csv
2017/2018,Unknown,Brighton vs West Brom,3-1,167.0,206.0,202.0,2017-2018_full.csv
2017/2018,Unknown,Everton vs Tottenham,0-3,294.0,256.0,102.0,2017-2018_full.csv
2017/2018,Unknown,Leicester vs Chelsea,1-2,375.0,286.0,-127.0,2017-2018_full.csv
2017/2018,Unknown,Southampton vs Watford,0-2,-145.0,289.0,447.0,2017-2018_full.csv
2017/2018,Unknown,Manchester City vs Liverpool,5-0,-112.0,297.0,303.0,2017-2018_full.csv
2017/2018,Unknown,Liverpool vs Arsenal,4-0,120.0,269.0,225.0,2017-2018_full.csv
2017/2018,Unknown,Tottenham vs Burnley,1-1,-476.0,614.0,1464.0,2017-2018_full.csv
2017/2018,Unknown,Chelsea vs Everton,2-0,-192.0,337.0,605.0,2017-2018_full.csv
2017/2018,Unknown,West Brom vs Stoke,1-1,152.0,217.0,212.0,2017-2018_full.csv
2017/2018,Unknown,Manchester Utd vs Leicester,2-0,-323.0,461.0,984.0,2017-2018_full.csv
2017/2018,Unknown,Crystal Palace vs Swansea,0-2,106.0,233.0,305.0,2017-2018_full.csv
2017/2018,Unknown,Huddersfield vs Southampton,0-0,313.0,250.0,-101.0,2017-2018_full.csv
2017/2018,Unknown,Newcastle vs West Ham,3-0,136.0,239.0,222.0,2017-2018_full.csv
2017/2018,Unknown,Watford vs Brighton,0-0,116.0,227.0,282.0,2017-2018_full.csv
2017/2018,Unknown,Bournemouth vs Manchester City,1-2,1058.0,563.0,-385.0,2017-2018_full.csv
2017/2018,Unknown,Manchester City vs Everton,1-1,-345.0,498.0,1015.0,2017-2018_full.csv
2017/2018,Unknown,Tottenham vs Chelsea,1-2,114.0,236.0,273.0,2017-2018_full.csv
2017/2018,Unknown,Huddersfield vs Newcastle,1-0,181.0,216.0,177.0,2017-2018_full.csv
2017/2018,Unknown,Stoke vs Arsenal,1-0,325.0,282.0,-115.0,2017-2018_full.csv
2017/2018,Unknown,Bournemouth vs Watford,0-2,102.0,259.0,282.0,2017-2018_full.csv
2017/2018,Unknown,Burnley vs West Brom,0-1,160.0,209.0,209.0,2017-2018_full.csv
2017/2018,Unknown,Leicester vs Brighton,2-0,-135.0,273.0,434.0,2017-2018_full.csv
2017/2018,Unknown,Liverpool vs Crystal Palace,1-0,-256.0,413.0,760.0,2017-2018_full.csv
2017/2018,Unknown,Southampton vs West Ham,3-2,-141.0,294.0,417.0,2017-2018_full.csv
2017/2018,Unknown,Swansea vs Manchester Utd,0-4,961.0,409.0,-286.0,2017-2018_full.csv
2017/2018,Unknown,Manchester Utd vs West Ham,4-0,-333.0,468.0,1057.0,2017-2018_full.csv
2017/2018,Unknown,Newcastle vs Tottenham,0-2,393.0,290.0,-133.0,2017-2018_full.csv
2017/2018,Unknown,Brighton vs Manchester City,0-2,977.0,495.0,-333.0,2017-2018_full.csv
2017/2018,Unknown,Chelsea vs Burnley,2-3,-323.0,455.0,1127.0,2017-2018_full.csv
2017/2018,Unknown,Crystal Palace vs Huddersfield,0-3,-122.0,258.0,398.0,2017-2018_full.csv
2017/2018,Unknown,Everton vs Stoke,1-0,-127.0,254.0,428.0,2017-2018_full.csv
2017/2018,Unknown,Southampton vs Swansea,0-0,-167.0,305.0,529.0,2017-2018_full.csv
2017/2018,Unknown,West Brom vs Bournemouth,1-0,159.0,220.0,200.0,2017-2018_full.csv
2017/2018,Unknown,Watford vs Liverpool,3-3,558.0,324.0,-179.0,2017-2018_full.csv
2017/2018,Unknown,Arsenal vs Leicester,4-3,-200.0,363.0,597.0,2017-2018_full.csv
2018/2019,Unknown,Brighton vs Manchester City,1-4,15.15,7.8,1.19,2018-2019_full.csv
2018/2019,Unknown,Burnley vs Arsenal,1-3,2.52,3.63,2.76,2018-2019_full.csv
2018/2019,Unknown,Crystal Palace vs Bournemouth,5-3,1.78,4.27,4.2,2018-2019_full.csv
2018/2019,Unknown,Fulham vs Newcastle,0-4,2.43,3.54,2.93,2018-2019_full.csv
2018/2019,Unknown,Leicester vs Chelsea,0-0,2.4,3.63,2.9,2018-2019_full.csv
2018/2019,Unknown,Liverpool vs Wolves,2-0,1.31,5.87,9.88,2018-2019_full.csv
2018/2019,Unknown,Manchester Utd vs Cardiff,0-2,1.31,6.03,9.62,2018-2019_full.csv
2018/2019,Unknown,Southampton vs Huddersfield,1-1,1.4,5.03,8.16,2018-2019_full.csv
2018/2019,Unknown,Tottenham vs Everton,2-2,1.91,3.72,4.18,2018-2019_full.csv
2018/2019,Unknown,Watford vs West Ham,1-4,2.12,3.77,3.37,2018-2019_full.csv
2018/2019,Unknown,Manchester City vs Leicester,1-0,1.17,8.93,15.03,2018-2019_full.csv
2018/2019,Unknown,Arsenal vs Brighton,1-1,1.28,5.95,11.95,2018-2019_full.csv
2018/2019,Unknown,Chelsea vs Watford,3-0,1.31,5.9,10.03,2018-2019_full.csv
2018/2019,Unknown,Huddersfield vs Manchester Utd,1-1,9.56,5.65,1.33,2018-2019_full.csv
2018/2019,Unknown,Newcastle vs Liverpool,2-3,9.25,5.42,1.35,2018-2019_full.csv
2018/2019,Unknown,Cardiff vs Crystal Palace,2-3,2.55,3.73,2.65,2018-2019_full.csv
2018/2019,Unknown,West Ham vs Southampton,3-0,2.31,3.59,3.1,2018-2019_full.csv
2018/2019,Unknown,Wolves vs Fulham,1-0,1.48,4.38,7.58,2018-2019_full.csv
2018/2019,Unknown,Bournemouth vs Tottenham,1-0,5.74,4.64,1.55,2018-2019_full.csv
2018/2019,Unknown,Everton vs Burnley,2-0,1.67,3.87,5.63,2018-2019_full.csv
2018/2019,Unknown,Manchester Utd vs Chelsea,1-1,2.69,3.35,2.73,2018-2019_full.csv
2018/2019,Unknown,Burnley vs Manchester City,0-1,17.25,9.1,1.15,2018-2019_full.csv
2018/2019,Unknown,Leicester vs Arsenal,3-0,2.64,3.61,2.62,2018-2019_full.csv
2018/2019,Unknown,Brighton vs Newcastle,1-1,2.21,3.26,3.62,2018-2019_full.csv
2018/2019,Unknown,Crystal Palace vs Everton,0-0,2.96,3.41,2.46,2018-2019_full.csv
2018/2019,Unknown,Fulham vs Cardiff,1-0,2.23,3.62,3.23,2018-2019_full.csv
2018/2019,Unknown,Southampton vs Bournemouth,3-3,1.8,3.93,4.44,2018-2019_full.csv
2018/2019,Unknown,Watford vs Wolves,1-2,2.67,3.21,2.85,2018-2019_full.csv
2018/2019,Unknown,Tottenham vs West Ham,0-1,1.35,5.44,8.95,2018-2019_full.csv
2018/2019,Unknown,Liverpool vs Huddersfield,5-0,1.06,14.93,38.46,2018-2019_full.csv
2018/2019,Unknown,Manchester Utd vs Manchester City,0-2,6.38,4.67,1.5,2018-2019_full.csv
2018/2019,Unknown,Wolves vs Arsenal,3-1,2.74,3.39,2.66,2018-2019_full.csv
2018/2019,Unknown,Tottenham vs Brighton,1-0,1.26,6.12,13.29,2018-2019_full.csv
2018/2019,Unknown,Watford vs Southampton,1-1,2.19,3.42,3.48,2018-2019_full.csv
2018/2019,Unknown,Chelsea vs Burnley,2-2,1.23,6.6,14.4,2018-2019_full.csv
2018/2019,Unknown,Arsenal vs Crystal Palace,2-3,1.51,4.62,6.27,2018-2019_full.csv
2018/2019,Unknown,Cardiff vs Liverpool,0-2,15.95,7.81,1.18,2018-2019_full.csv
2018/2019,Unknown,Everton vs Manchester Utd,4-0,3.23,3.5,2.28,2018-2019_full.csv
2018/2019,Unknown,Newcastle vs Southampton,3-1,2.45,3.06,3.32,2018-2019_full.csv
2018/2019,Unknown,Bournemouth vs Fulham,0-1,1.7,4.17,4.79,2018-2019_full.csv
2018/2019,Unknown,Huddersfield vs Watford,1-2,4.06,3.57,1.96,2018-2019_full.csv
2018/2019,Unknown,West Ham vs Leicester,2-2,3.24,3.55,2.24,2018-2019_full.csv
2018/2019,Unknown,Wolves vs Brighton,0-0,1.95,3.16,4.81,2018-2019_full.csv
2018/2019,Unknown,Manchester City vs Tottenham,1-0,1.27,6.38,10.67,2018-2019_full.csv
2018/2019,Unknown,Brighton vs Cardiff,0-2,2.0,3.24,4.4,2018-2019_full.csv
2018/2019,Unknown,Watford vs Arsenal,0-1,3.59,3.67,2.07,2018-2019_full.csv
2018/2019,Unknown,Liverpool vs Chelsea,2-0,1.73,3.78,5.19,2018-2019_full.csv
2018/2019,Unknown,Crystal Palace vs Manchester City,1-3,12.85,6.85,1.23,2018-2019_full.csv
2018/2019,Unknown,Manchester Utd vs West Ham,2-1,1.32,5.77,9.59,2018-2019_full.csv
2018/2019,Unknown,Brighton vs Bournemouth,0-5,2.28,3.27,3.42,2018-2019_full.csv
2018/2019,Unknown,Burnley vs Cardiff,2-0,1.85,3.56,4.65,2018-2019_full.csv
2018/2019,Unknown,Fulham vs Everton,2-0,4.93,4.12,1.69,2018-2019_full.csv
2018/2019,Unknown,Southampton vs Wolves,3-1,2.7,3.14,2.87,2018-2019_full.csv
2018/2019,Unknown,Tottenham vs Huddersfield,4-0,1.21,6.76,16.55,2018-2019_full.csv
2018/2019,Unknown,Leicester vs Newcastle,0-1,1.66,3.82,5.79,2018-2019_full.csv
2018/2019,Unknown,Chelsea vs West Ham,2-0,1.23,6.72,13.32,2018-2019_full.csv
2018/2019,Unknown,Everton vs Arsenal,1-0,2.86,3.49,2.51,2018-2019_full.csv
2018/2019,Unknown,Bournemouth vs Burnley,1-3,2.05,3.53,3.77,2018-2019_full.csv
2018/2019,Unknown,Huddersfield vs Leicester,1-4,5.44,4.05,1.65,2018-2019_full.csv
2018/2019,Unknown,Newcastle vs Crystal Palace,0-1,2.68,3.13,2.9,2018-2019_full.csv
2018/2019,Unknown,Southampton vs Liverpool,1-3,8.75,5.18,1.37,2018-2019_full.csv
2018/2019,Unknown,Chelsea vs Brighton,3-0,1.29,5.55,12.8,2018-2019_full.csv
2018/2019,Unknown,Manchester City vs Cardiff,2-0,1.07,14.85,30.34,2018-2019_full.csv
2018/2019,Unknown,Tottenham vs Crystal Palace,2-0,1.48,4.58,7.09,2018-2019_full.csv
2018/2019,Unknown,Watford vs Fulham,4-1,1.72,3.84,5.14,2018-2019_full.csv
2018/2019,Unknown,Wolves vs Manchester Utd,2-1,3.2,3.2,2.43,2018-2019_full.csv
2018/2019,Unknown,Arsenal vs Newcastle,2-0,1.41,4.79,8.37,2018-2019_full.csv
2018/2019,Unknown,Liverpool vs Tottenham,2-1,1.56,4.38,5.93,2018-2019_full.csv
2018/2019,Unknown,Cardiff vs Chelsea,1-2,8.62,4.76,1.41,2018-2019_full.csv
2018/2019,Unknown,West Ham vs Everton,0-2,2.67,3.33,2.76,2018-2019_full.csv
2018/2019,Unknown,Brighton vs Southampton,0-1,2.52,3.13,3.13,2018-2019_full.csv
2018/2019,Unknown,Burnley vs Wolves,2-0,2.91,3.12,2.67,2018-2019_full.csv
2018/2019,Unknown,Crystal Palace vs Huddersfield,2-0,1.47,4.35,8.05,2018-2019_full.csv
2018/2019,Unknown,Leicester vs Bournemouth,2-0,1.8,3.88,4.51,2018-2019_full.csv
2018/2019,Unknown,Manchester Utd vs Watford,2-1,1.39,5.11,8.19,2018-2019_full.csv
2018/2019,Unknown,Fulham vs Manchester City,0-2,20.08,10.67,1.12,2018-2019_full.csv
2018/2019,Unknown,Everton vs Chelsea,2-0,4.53,3.7,1.84,2018-2019_full.csv
2018/2019,Unknown,Fulham vs Liverpool,1-2,13.22,7.61,1.21,2018-2019_full.csv
2018/2019,Unknown,Bournemouth vs Newcastle,2-2,2.13,3.5,3.54,2018-2019_full.csv
2018/2019,Unknown,Burnley vs Leicester,1-2,3.21,3.33,2.36,2018-2019_full.csv
2018/2019,Unknown,West Ham vs Huddersfield,4-3,1.53,4.32,6.61,2018-2019_full.csv
2018/2019,Unknown,Arsenal vs Manchester Utd,2-0,2.36,3.56,3.01,2018-2019_full.csv
2018/2019,Unknown,Chelsea vs Wolves,1-1,1.58,3.88,6.96,2018-2019_full.csv
2018/2019,Unknown,Liverpool vs Burnley,4-2,1.18,7.81,17.85,2018-2019_full.csv
2018/2019,Unknown,Manchester City vs Watford,3-1,1.11,10.64,24.5,2018-2019_full.csv
2018/2019,Unknown,Cardiff vs West Ham,2-0,3.01,3.43,2.42,2018-2019_full.csv
2018/2019,Unknown,Huddersfield vs Bournemouth,0-2,3.07,3.3,2.44,2018-2019_full.csv
2018/2019,Unknown,Leicester vs Fulham,3-1,1.58,4.3,5.82,2018-2019_full.csv
2018/2019,Unknown,Newcastle vs Everton,3-2,2.72,3.1,2.9,2018-2019_full.csv
2018/2019,Unknown,Southampton vs Tottenham,2-1,4.51,3.82,1.81,2018-2019_full.csv
2018/2019,Unknown,Crystal Palace vs Brighton,1-2,1.89,3.28,4.97,2018-2019_full.csv
2018/2019,Unknown,Everton vs Liverpool,0-0,6.42,3.97,1.59,2018-2019_full.csv
2018/2019,Unknown,Fulham vs Chelsea,1-2,8.2,4.78,1.42,2018-2019_full.csv
2018/2019,Unknown,Watford vs Leicester,2-1,2.72,3.29,2.73,2018-2019_full.csv
2018/2019,Unknown,West Ham vs Newcastle,2-0,2.17,3.36,3.6,2018-2019_full.csv
2018/2019,Unknown,Bournemouth vs Manchester City,0-1,14.57,8.37,1.18,2018-2019_full.csv
2018/2019,Unknown,Brighton vs Huddersfield,1-0,1.79,3.37,5.6,2018-2019_full.csv
2018/2019,Unknown,Burnley vs Crystal Palace,1-3,2.89,3.23,2.62,2018-2019_full.csv
2018/2019,Unknown,Manchester Utd vs Southampton,3-2,1.45,4.51,8.06,2018-2019_full.csv
2018/2019,Unknown,Wolves vs Cardiff,2-0,1.75,3.5,5.63,2018-2019_full.csv
2018/2019,Unknown,Tottenham vs Arsenal,1-1,2.0,3.55,3.93,2018-2019_full.csv
2018/2019,Unknown,Chelsea vs Tottenham,2-0,2.37,3.26,3.25,2018-2019_full.csv
2018/2019,Unknown,Crystal Palace vs Manchester Utd,1-3,3.35,3.27,2.32,2018-2019_full.csv
2018/2019,Unknown,Liverpool vs Watford,5-0,1.27,6.03,12.29,2018-2019_full.csv
2018/2019,Unknown,Manchester City vs West Ham,1-0,1.1,11.36,26.01,2018-2019_full.csv
